Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Label
13090,9,24,13009.69,5,5,5,5.0,555,Champions,2,At Risk
13091,28,3,1158.71,4,3,3,3.3,433,Loyal Customers,3,Lost / Inactive
13092,71,12,2171.4,3,5,4,4.05,354,Loyal Customers,2,At Risk
13093,276,55,54021.05,2,5,5,4.1,255,At Risk,2,At Risk
13094,21,13,2209.44,4,5,4,4.35,454,Champions,2,At Risk
13095,71,1,74.39999999999999,3,1,1,1.6,311,Promising,0,VIP Customers
13096,394,1,89.69999999999999,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13097,33,28,12950.47,4,5,5,4.7,455,Champions,2,At Risk
13098,1,28,28534.63,5,5,5,5.0,555,Champions,2,At Risk
13099,99,1,103.68,3,1,1,1.6,311,Promising,0,VIP Customers
13101,234,4,695.4,2,3,3,2.7,233,At Risk,1,Loyal Customers
13102,1,37,11314.18,5,5,5,5.0,555,Champions,2,At Risk
13103,40,3,709.64,4,3,3,3.3,433,Loyal Customers,3,Lost / Inactive
13104,3,9,1709.1,5,5,4,4.65,554,Champions,2,At Risk
13105,436,1,72.0,1,1,1,1.0,111,Lost,0,VIP Customers
13106,133,2,425.41,3,2,2,2.3,322,Potential Loyalists,0,VIP Customers
13107,44,9,5253.07,4,5,5,4.7,455,Champions,2,At Risk
13108,373,2,748.46,2,2,3,2.35,223,Need Attention,0,VIP Customers
13109,60,3,1141.47,3,3,3,3.0,333,Loyal Customers,3,Lost / Inactive
13110,31,12,2941.4700000000003,4,5,5,4.7,455,Champions,2,At Risk
13111,719,1,325.72,1,1,2,1.35,112,Lost,0,VIP Customers
13112,541,1,20.6,1,1,1,1.0,111,Lost,0,VIP Customers
13113,1,37,17754.07,5,5,5,5.0,555,Champions,2,At Risk
13114,731,1,234.38,1,1,1,1.0,111,Lost,0,VIP Customers
13115,12,10,5452.58,5,5,5,5.0,555,Champions,2,At Risk
13116,138,1,499.14,3,1,2,1.95,312,Hibernating,0,VIP Customers
13117,22,18,2262.58,4,5,4,4.35,454,Champions,2,At Risk
13118,20,9,2414.24,4,5,4,4.35,454,Champions,2,At Risk
13119,669,1,134.9,1,1,1,1.0,111,Lost,0,VIP Customers
13120,239,1,30.6,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13121,269,1,283.73,2,1,2,1.65,212,Hibernating,0,VIP Customers
13122,94,2,922.39,3,2,3,2.6499999999999995,323,Potential Loyalists,1,Loyal Customers
13123,473,2,506.75,1,2,2,1.7,122,Need Attention,0,VIP Customers
13124,90,4,4617.86,3,3,5,3.7,335,Loyal Customers,1,Loyal Customers
13125,524,1,148.62,1,1,1,1.0,111,Lost,0,VIP Customers
13126,5,13,3830.69,5,5,5,5.0,555,Champions,2,At Risk
13127,78,1,259.17,3,1,1,1.6,311,Promising,0,VIP Customers
13128,631,1,263.5,1,1,1,1.0,111,Lost,0,VIP Customers
13129,452,2,243.51,1,2,1,1.35,121,Lost,0,VIP Customers
13130,94,1,64.0,3,1,1,1.6,311,Promising,0,VIP Customers
13131,23,7,3313.77,4,4,5,4.35,445,Champions,2,At Risk
13132,262,1,77.3,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13133,274,3,200.45,2,3,1,2.0,231,Hibernating,0,VIP Customers
13134,86,6,2395.23,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13135,197,2,375.13,2,2,2,2.0,222,Need Attention,0,VIP Customers
13136,56,13,6274.56,4,5,5,4.7,455,Champions,2,At Risk
13137,11,16,7590.93,5,5,5,5.0,555,Champions,2,At Risk
13138,22,7,1274.01,4,4,4,4.0,444,Champions,3,Lost / Inactive
13139,16,8,8190.02,5,4,5,4.65,545,Champions,2,At Risk
13140,108,5,1039.92,3,4,3,3.35,343,Loyal Customers,1,Loyal Customers
13141,85,17,7661.58,3,5,5,4.4,355,Loyal Customers,2,At Risk
13142,19,1,307.09000000000003,5,1,2,2.55,512,Recent Customers,3,Lost / Inactive
13143,585,1,406.06,1,1,2,1.35,112,Lost,0,VIP Customers
13144,333,2,135.35,2,2,1,1.65,221,Hibernating,0,VIP Customers
13145,40,7,848.47,4,4,3,3.65,443,Loyal Customers,3,Lost / Inactive
13146,26,1,228.91,4,1,1,1.9,411,Recent Customers,3,Lost / Inactive
13147,10,4,712.8,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13148,29,26,8484.2,4,5,5,4.7,455,Champions,2,At Risk
13149,14,4,1700.06,5,3,4,3.95,534,Loyal Customers,3,Lost / Inactive
13150,484,3,449.97,1,3,2,2.05,132,Need Attention,0,VIP Customers
13151,296,3,2444.21,2,3,4,3.05,234,At Risk,1,Loyal Customers
13152,417,7,2119.38,1,4,4,3.1,144,At Risk,1,Loyal Customers
13153,6,1,486.22,5,1,2,2.55,512,Recent Customers,3,Lost / Inactive
13154,399,3,1626.76,2,3,4,3.05,234,At Risk,1,Loyal Customers
13155,33,6,1370.48,4,4,4,4.0,444,Champions,3,Lost / Inactive
13156,385,3,1577.54,2,3,4,3.05,234,At Risk,1,Loyal Customers
13157,49,9,5708.96,4,5,5,4.7,455,Champions,2,At Risk
13158,95,5,1514.66,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13159,9,4,1429.35,5,3,4,3.95,534,Loyal Customers,3,Lost / Inactive
13160,22,1,91.8,4,1,1,1.9,411,Recent Customers,3,Lost / Inactive
13161,313,2,472.13,2,2,2,2.0,222,Need Attention,0,VIP Customers
13162,122,16,9312.17,3,5,5,4.4,355,Loyal Customers,2,At Risk
13163,610,1,17.65,1,1,1,1.0,111,Lost,0,VIP Customers
13164,569,2,372.2,1,2,2,1.7,122,Need Attention,0,VIP Customers
13165,46,3,1474.44,4,3,4,3.65,434,Loyal Customers,3,Lost / Inactive
13166,283,2,875.93,2,2,3,2.35,223,Need Attention,1,Loyal Customers
13167,19,5,1130.91,5,4,3,3.95,543,Loyal Customers,3,Lost / Inactive
13168,36,5,1840.73,4,4,4,4.0,444,Champions,3,Lost / Inactive
13169,64,3,840.08,3,3,3,3.0,333,Loyal Customers,3,Lost / Inactive
13170,27,1,112.41,4,1,1,1.9,411,Recent Customers,3,Lost / Inactive
13171,22,3,424.91,4,3,2,2.95,432,Potential Loyalists,3,Lost / Inactive
13172,400,1,69.6,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13173,4,11,2386.77,5,5,4,4.65,554,Champions,2,At Risk
13174,16,12,7928.76,5,5,5,5.0,555,Champions,2,At Risk
13175,582,2,781.45,1,2,3,2.05,123,Need Attention,0,VIP Customers
13176,46,1,482.09,4,1,2,2.25,412,Recent Customers,3,Lost / Inactive
13177,65,2,512.2,3,2,2,2.3,322,Potential Loyalists,3,Lost / Inactive
13178,26,21,14063.83,4,5,5,4.7,455,Champions,2,At Risk
13179,619,1,572.3100000000001,1,1,2,1.35,112,Lost,0,VIP Customers
13180,607,1,86.10000000000001,1,1,1,1.0,111,Lost,0,VIP Customers
13181,381,1,359.69,2,1,2,1.65,212,Hibernating,0,VIP Customers
13182,45,1,121.18,4,1,1,1.9,411,Recent Customers,0,VIP Customers
13183,8,15,7036.18,5,5,5,5.0,555,Champions,2,At Risk
13184,15,10,1710.45,5,5,4,4.65,554,Champions,2,At Risk
13185,268,1,71.4,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13186,40,3,1610.44,4,3,4,3.65,434,Loyal Customers,3,Lost / Inactive
13187,337,4,347.36,2,3,2,2.35,232,Need Attention,0,VIP Customers
13188,11,1,114.55,5,1,1,2.2,511,Recent Customers,3,Lost / Inactive
13189,19,2,317.72,5,2,2,2.9000000000000004,522,Recent Customers,3,Lost / Inactive
13190,544,3,504.66,1,3,2,2.05,132,Need Attention,0,VIP Customers
13191,658,1,164.9,1,1,1,1.0,111,Lost,0,VIP Customers
13192,95,6,2552.58,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13193,61,1,110.08,3,1,1,1.6,311,Promising,0,VIP Customers
13194,136,2,472.78,3,2,2,2.3,322,Potential Loyalists,0,VIP Customers
13195,414,1,136.73,1,1,1,1.0,111,Lost,0,VIP Customers
13196,11,7,3029.84,5,4,5,4.65,545,Champions,2,At Risk
13197,610,1,323.01,1,1,2,1.35,112,Lost,0,VIP Customers
13198,10,8,4884.95,5,4,5,4.65,545,Champions,2,At Risk
13199,4,67,14092.64,5,5,5,5.0,555,Champions,2,At Risk
13200,19,4,874.1700000000001,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13201,502,4,1233.06,1,3,4,2.75,134,At Risk,1,Loyal Customers
13202,394,7,1549.3,2,4,4,3.4,244,At Risk,1,Loyal Customers
13203,10,10,2630.93,5,5,4,4.65,554,Champions,2,At Risk
13204,731,1,959.66,1,1,3,1.6999999999999995,113,Hibernating,0,VIP Customers
13205,443,1,1576.8,1,1,4,2.05,114,Hibernating,1,Loyal Customers
13206,400,13,8446.66,2,5,5,4.1,255,At Risk,1,Loyal Customers
13207,15,4,535.86,5,3,2,3.25,532,Potential Loyalists,3,Lost / Inactive
13208,59,9,1980.38,4,5,4,4.35,454,Champions,1,Loyal Customers
13209,30,13,8518.79,4,5,5,4.7,455,Champions,2,At Risk
13210,94,1,353.48,3,1,2,1.95,312,Hibernating,0,VIP Customers
13211,10,10,2618.77,5,5,4,4.65,554,Champions,2,At Risk
13212,20,3,767.73,4,3,3,3.3,433,Loyal Customers,3,Lost / Inactive
13213,57,11,3864.8,4,5,5,4.7,455,Champions,2,At Risk
13214,418,7,3294.69,1,4,5,3.45,145,At Risk,1,Loyal Customers
13215,402,1,81.6,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13216,268,1,333.74,2,1,2,1.65,212,Hibernating,0,VIP Customers
13217,122,4,610.3,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
13218,127,1,64.88,3,1,1,1.6,311,Promising,0,VIP Customers
13219,618,1,76.23,1,1,1,1.0,111,Lost,0,VIP Customers
13220,78,5,1336.09,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13221,240,2,847.41,2,2,3,2.35,223,Need Attention,1,Loyal Customers
13222,577,1,88.5,1,1,1,1.0,111,Lost,0,VIP Customers
13223,200,6,969.12,2,4,3,3.05,243,At Risk,1,Loyal Customers
13224,60,2,2148.03,3,2,4,3.0,324,Potential Loyalists,1,Loyal Customers
13225,3,16,15669.51,5,5,5,5.0,555,Champions,2,At Risk
13226,273,2,312.46,2,2,2,2.0,222,Need Attention,0,VIP Customers
13227,202,1,257.7,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13228,81,1,358.0,3,1,2,1.95,312,Hibernating,0,VIP Customers
13229,226,1,160.95,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13230,4,30,6026.7,5,5,5,5.0,555,Champions,2,At Risk
13232,13,7,1318.35,5,4,4,4.3,544,Champions,3,Lost / Inactive
13233,74,4,1200.94,3,3,4,3.35,334,Loyal Customers,1,Loyal Customers
13234,673,2,348.54,1,2,2,1.7,122,Need Attention,0,VIP Customers
13235,212,1,1027.07,2,1,3,2.0,213,Hibernating,0,VIP Customers
13236,25,2,742.85,4,2,3,2.95,423,Recent Customers,3,Lost / Inactive
13237,388,1,643.0,2,1,3,2.0,213,Hibernating,0,VIP Customers
13238,17,6,996.58,5,4,3,3.95,543,Loyal Customers,3,Lost / Inactive
13239,262,5,1612.65,2,4,4,3.4,244,At Risk,1,Loyal Customers
13240,96,8,1475.79,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13241,412,1,112.53,1,1,1,1.0,111,Lost,0,VIP Customers
13242,112,7,699.4,3,4,3,3.35,343,Loyal Customers,1,Loyal Customers
13243,203,5,1220.38,2,4,4,3.4,244,At Risk,1,Loyal Customers
13244,93,1,121.74,3,1,1,1.6,311,Promising,0,VIP Customers
13245,51,2,989.22,4,2,3,2.95,423,Recent Customers,3,Lost / Inactive
13246,18,11,3359.11,5,5,5,5.0,555,Champions,2,At Risk
13247,18,4,501.12,5,3,2,3.25,532,Potential Loyalists,3,Lost / Inactive
13248,125,2,465.68,3,2,2,2.3,322,Potential Loyalists,0,VIP Customers
13249,92,9,1609.23,3,5,4,4.05,354,Loyal Customers,1,Loyal Customers
13250,461,2,253.09,1,2,1,1.35,121,Lost,0,VIP Customers
13251,402,1,252.84,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13252,394,2,393.3,2,2,2,2.0,222,Need Attention,0,VIP Customers
13253,157,4,2997.35,3,3,5,3.7,335,Loyal Customers,1,Loyal Customers
13254,376,1,51.41,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13255,9,3,678.76,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13257,436,1,141.75,1,1,1,1.0,111,Lost,0,VIP Customers
13258,12,5,1009.43,5,4,3,3.95,543,Loyal Customers,3,Lost / Inactive
13259,62,9,1402.62,3,5,4,4.05,354,Loyal Customers,1,Loyal Customers
13260,61,1,557.62,3,1,2,1.95,312,Hibernating,3,Lost / Inactive
13261,269,2,944.1,2,2,3,2.35,223,Need Attention,1,Loyal Customers
13262,263,3,573.45,2,3,2,2.35,232,Need Attention,1,Loyal Customers
13263,1,39,8695.69,5,5,5,5.0,555,Champions,2,At Risk
13264,443,1,720.5600000000001,1,1,3,1.6999999999999995,113,Hibernating,0,VIP Customers
13265,53,5,2090.46,4,4,4,4.0,444,Champions,1,Loyal Customers
13266,11,19,6071.24,5,5,5,5.0,555,Champions,2,At Risk
13267,3,36,9424.81,5,5,5,5.0,555,Champions,2,At Risk
13268,18,11,3200.76,5,5,5,5.0,555,Champions,2,At Risk
13269,1,28,8586.4,5,5,5,5.0,555,Champions,2,At Risk
13270,366,1,424.8,2,1,2,1.65,212,Hibernating,0,VIP Customers
13271,37,1,211.59,4,1,1,1.9,411,Recent Customers,3,Lost / Inactive
13272,31,2,276.56,4,2,2,2.6,422,Recent Customers,3,Lost / Inactive
13273,113,1,140.98,3,1,1,1.6,311,Promising,0,VIP Customers
13274,409,1,360.85,2,1,2,1.65,212,Hibernating,0,VIP Customers
13275,384,2,238.86,2,2,1,1.65,221,Hibernating,0,VIP Customers
13276,64,5,1870.91,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13277,16,7,523.3,5,4,2,3.6,542,Potential Loyalists,3,Lost / Inactive
13278,41,4,1444.85,4,3,4,3.65,434,Loyal Customers,3,Lost / Inactive
13279,78,1,137.75,3,1,1,1.6,311,Promising,0,VIP Customers
13280,122,7,2293.65,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13281,439,1,353.25,1,1,2,1.35,112,Lost,0,VIP Customers
13282,18,4,1313.19,5,3,4,3.95,534,Loyal Customers,3,Lost / Inactive
13283,60,4,375.76,3,3,2,2.6499999999999995,332,Potential Loyalists,3,Lost / Inactive
13284,331,1,201.19,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13285,23,6,3358.59,4,4,5,4.35,445,Champions,2,At Risk
13286,600,1,730.91,1,1,3,1.6999999999999995,113,Hibernating,0,VIP Customers
13287,603,3,781.59,1,3,3,2.3999999999999995,133,At Risk,1,Loyal Customers
13288,443,5,927.61,1,4,3,2.75,143,At Risk,1,Loyal Customers
13289,724,1,305.95,1,1,2,1.35,112,Lost,0,VIP Customers
13290,438,1,14.95,1,1,1,1.0,111,Lost,0,VIP Customers
13291,156,11,3270.32,3,5,5,4.4,355,Loyal Customers,1,Loyal Customers
13292,39,5,989.51,4,4,3,3.65,443,Loyal Customers,3,Lost / Inactive
13293,392,6,1192.94,2,4,4,3.4,244,At Risk,1,Loyal Customers
13294,190,3,1649.53,2,3,4,3.05,234,At Risk,1,Loyal Customers
13295,360,4,1101.97,2,3,3,2.7,233,At Risk,1,Loyal Customers
13296,137,6,794.91,3,4,3,3.35,343,Loyal Customers,1,Loyal Customers
13297,8,7,4372.42,5,4,5,4.65,545,Champions,2,At Risk
13298,1,1,360.0,5,1,2,2.55,512,Recent Customers,3,Lost / Inactive
13299,268,3,1216.7,2,3,4,3.05,234,At Risk,1,Loyal Customers
13300,169,3,1285.51,3,3,4,3.35,334,Loyal Customers,1,Loyal Customers
13301,104,4,619.35,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
13302,155,2,155.2,3,2,1,1.95,321,Hibernating,0,VIP Customers
13303,400,1,61.72,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13304,351,4,1203.99,2,3,4,3.05,234,At Risk,1,Loyal Customers
13305,4,16,3620.05,5,5,5,5.0,555,Champions,2,At Risk
13306,430,1,56.15,1,1,1,1.0,111,Lost,0,VIP Customers
13307,120,3,273.34,3,3,2,2.6499999999999995,332,Potential Loyalists,0,VIP Customers
13308,23,4,1651.65,4,3,4,3.65,434,Loyal Customers,3,Lost / Inactive
13309,7,6,1720.53,5,4,4,4.3,544,Champions,3,Lost / Inactive
13310,28,5,1541.2,4,4,4,4.0,444,Champions,3,Lost / Inactive
13311,4,2,598.57,5,2,3,3.25,523,Recent Customers,3,Lost / Inactive
13312,451,1,124.75,1,1,1,1.0,111,Lost,0,VIP Customers
13313,22,12,3494.74,4,5,5,4.7,455,Champions,2,At Risk
13314,2,3,777.14,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13315,689,1,310.26000000000005,1,1,2,1.35,112,Lost,0,VIP Customers
13316,37,10,10657.22,4,5,5,4.7,455,Champions,2,At Risk
13317,66,19,6489.54,3,5,5,4.4,355,Loyal Customers,2,At Risk
13318,1,3,640.76,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13319,5,58,21299.22,5,5,5,5.0,555,Champions,2,At Risk
13320,78,6,2211.6,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13321,72,2,544.1600000000001,3,2,2,2.3,322,Potential Loyalists,3,Lost / Inactive
13322,17,1,199.48,5,1,1,2.2,511,Recent Customers,3,Lost / Inactive
13323,3,5,787.85,5,4,3,3.95,543,Loyal Customers,3,Lost / Inactive
13324,36,18,10109.79,4,5,5,4.7,455,Champions,2,At Risk
13325,82,1,675.3,3,1,3,2.3,313,Hibernating,3,Lost / Inactive
13326,432,1,281.76,1,1,2,1.35,112,Lost,0,VIP Customers
13327,39,20,9067.82,4,5,5,4.7,455,Champions,2,At Risk
13328,316,1,1308.48,2,1,4,2.35,214,Hibernating,0,VIP Customers
13329,32,8,4813.57,4,4,5,4.35,445,Champions,2,At Risk
13330,93,6,2778.3,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13331,402,1,195.4,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13332,14,1,350.90000000000003,5,1,2,2.55,512,Recent Customers,3,Lost / Inactive
13333,411,3,1015.74,1,3,3,2.3999999999999995,133,At Risk,1,Loyal Customers
13334,82,5,6201.8,3,4,5,4.05,345,Loyal Customers,1,Loyal Customers
13336,77,1,795.12,3,1,3,2.3,313,Hibernating,3,Lost / Inactive
13337,546,1,1577.1,1,1,4,2.05,114,Hibernating,1,Loyal Customers
13338,158,4,2325.47,3,3,4,3.35,334,Loyal Customers,1,Loyal Customers
13339,201,1,856.12,2,1,3,2.0,213,Hibernating,0,VIP Customers
13340,45,12,18687.58,4,5,5,4.7,455,Champions,2,At Risk
13341,261,1,773.85,2,1,3,2.0,213,Hibernating,0,VIP Customers
13343,178,1,318.38,3,1,2,1.95,312,Hibernating,0,VIP Customers
13344,68,3,2175.59,3,3,4,3.35,334,Loyal Customers,1,Loyal Customers
13345,288,1,354.45,2,1,2,1.65,212,Hibernating,0,VIP Customers
13346,463,6,299.4,1,4,2,2.4,142,Need Attention,1,Loyal Customers
13347,70,1,306.31,3,1,2,1.95,312,Hibernating,0,VIP Customers
13348,64,1,233.76,3,1,1,1.6,311,Promising,0,VIP Customers
13349,11,1,212.27,5,1,1,2.2,511,Recent Customers,3,Lost / Inactive
13350,16,2,874.02,5,2,3,3.25,523,Recent Customers,3,Lost / Inactive
13351,66,1,338.89,3,1,2,1.95,312,Hibernating,0,VIP Customers
13352,60,1,362.93,3,1,2,1.95,312,Hibernating,3,Lost / Inactive
13354,71,1,743.53,3,1,3,2.3,313,Hibernating,3,Lost / Inactive
13355,122,1,674.7,3,1,3,2.3,313,Hibernating,0,VIP Customers
13356,80,1,766.24,3,1,3,2.3,313,Hibernating,3,Lost / Inactive
13357,257,5,3798.75,2,4,5,3.75,245,At Risk,1,Loyal Customers
13358,269,1,408.06,2,1,2,1.65,212,Hibernating,0,VIP Customers
13359,64,2,973.21,3,2,3,2.6499999999999995,323,Potential Loyalists,3,Lost / Inactive
13360,432,4,1516.6,1,3,4,2.75,134,At Risk,1,Loyal Customers
13361,472,2,1450.5,1,2,4,2.4,124,Need Attention,1,Loyal Customers
13362,9,7,5396.47,5,4,5,4.65,545,Champions,2,At Risk
13363,18,3,1655.84,5,3,4,3.95,534,Loyal Customers,3,Lost / Inactive
13364,71,1,134.96,3,1,1,1.6,311,Promising,0,VIP Customers
13365,34,2,2217.37,4,2,4,3.3,424,Recent Customers,3,Lost / Inactive
13366,50,1,56.16,4,1,1,1.9,411,Recent Customers,0,VIP Customers
13367,432,1,475.15,1,1,2,1.35,112,Lost,0,VIP Customers
13368,257,4,1047.4,2,3,3,2.7,233,At Risk,1,Loyal Customers
13369,366,1,273.23,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13370,372,1,754.87,2,1,3,2.0,213,Hibernating,0,VIP Customers
13371,505,2,2245.66,1,2,4,2.4,124,Need Attention,1,Loyal Customers
13372,90,1,343.59000000000003,3,1,2,1.95,312,Hibernating,0,VIP Customers
13373,61,6,7538.13,3,4,5,4.05,345,Loyal Customers,2,At Risk
13374,415,2,387.75,1,2,2,1.7,122,Need Attention,0,VIP Customers
13375,89,2,1792.23,3,2,4,3.0,324,Potential Loyalists,1,Loyal Customers
13376,99,3,914.61,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
13377,397,2,1452.18,2,2,4,2.7,224,Need Attention,1,Loyal Customers
13379,26,3,581.86,4,3,2,2.95,432,Potential Loyalists,3,Lost / Inactive
13380,433,1,62.4,1,1,1,1.0,111,Lost,0,VIP Customers
13381,32,12,8219.89,4,5,5,4.7,455,Champions,2,At Risk
13382,281,5,1387.58,2,4,4,3.4,244,At Risk,1,Loyal Customers
13383,544,1,152.64,1,1,1,1.0,111,Lost,0,VIP Customers
13384,31,11,6576.71,4,5,5,4.7,455,Champions,2,At Risk
13385,330,1,514.57,2,1,2,1.65,212,Hibernating,0,VIP Customers
13386,414,2,835.46,1,2,3,2.05,123,Need Attention,1,Loyal Customers
13387,417,1,186.94,1,1,1,1.0,111,Lost,0,VIP Customers
13388,131,3,1148.65,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
13389,11,3,797.91,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13390,75,1,544.08,3,1,2,1.95,312,Hibernating,3,Lost / Inactive
13391,204,1,59.8,2,1,1,1.2999999999999998,211,Hibernating,0,VIP Customers
13392,677,1,91.14,1,1,1,1.0,111,Lost,0,VIP Customers
13393,584,4,1135.45,1,3,3,2.3999999999999995,133,At Risk,1,Loyal Customers
13394,2,19,6700.4400000000005,5,5,5,5.0,555,Champions,2,At Risk
13395,185,3,1171.39,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
13396,29,2,1350.94,4,2,4,3.3,424,Recent Customers,3,Lost / Inactive
13397,73,10,3117.63,3,5,5,4.4,355,Loyal Customers,2,At Risk
13398,192,2,670.34,2,2,3,2.35,223,Need Attention,1,Loyal Customers
13399,464,3,275.4,1,3,2,2.05,132,Need Attention,0,VIP Customers
13400,583,1,330.99,1,1,2,1.35,112,Lost,0,VIP Customers
13402,127,4,1228.05,3,3,4,3.35,334,Loyal Customers,1,Loyal Customers
13403,18,3,229.5,5,3,1,2.9,531,Hibernating,3,Lost / Inactive
13404,1,2,252.49,5,2,1,2.5500000000000003,521,Recent Customers,3,Lost / Inactive
13405,74,6,1176.61,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13406,427,2,568.92,1,2,2,1.7,122,Need Attention,0,VIP Customers
13407,579,3,2250.46,1,3,4,2.75,134,At Risk,1,Loyal Customers
13408,2,106,49944.6,5,5,5,5.0,555,Champions,2,At Risk
13410,24,9,2161.16,4,5,4,4.35,454,Champions,2,At Risk
13411,107,1,213.55,3,1,1,1.6,311,Promising,0,VIP Customers
13412,620,1,483.35,1,1,2,1.35,112,Lost,0,VIP Customers
13413,640,6,440.96,1,4,2,2.4,142,Need Attention,1,Loyal Customers
13414,134,6,1578.78,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13415,473,4,785.37,1,3,3,2.3999999999999995,133,At Risk,1,Loyal Customers
13416,44,3,940.8,4,3,3,3.3,433,Loyal Customers,3,Lost / Inactive
13417,5,6,1669.49,5,4,4,4.3,544,Champions,3,Lost / Inactive
13418,12,31,11312.11,5,5,5,5.0,555,Champions,2,At Risk
13419,64,1,221.06,3,1,1,1.6,311,Promising,0,VIP Customers
13420,150,2,159.85,3,2,1,1.95,321,Hibernating,0,VIP Customers
13421,40,8,4059.75,4,4,5,4.35,445,Champions,2,At Risk
13422,64,1,2624.3,3,1,4,2.65,314,Hibernating,3,Lost / Inactive
13423,429,1,217.03,1,1,1,1.0,111,Lost,0,VIP Customers
13424,450,1,572.77,1,1,2,1.35,112,Lost,0,VIP Customers
13425,108,5,3395.1800000000003,3,4,5,4.05,345,Loyal Customers,1,Loyal Customers
13426,1,22,8167.38,5,5,5,5.0,555,Champions,2,At Risk
13427,19,6,1006.53,5,4,3,3.95,543,Loyal Customers,3,Lost / Inactive
13428,10,3,478.74,5,3,2,3.25,532,Potential Loyalists,3,Lost / Inactive
13429,11,4,1011.6,5,3,3,3.6,533,Loyal Customers,3,Lost / Inactive
13430,19,2,712.73,5,2,3,3.25,523,Recent Customers,3,Lost / Inactive
13431,67,8,3316.24,3,4,5,4.05,345,Loyal Customers,1,Loyal Customers
13432,571,2,439.1,1,2,2,1.7,122,Need Attention,0,VIP Customers
13433,501,4,658.32,1,3,3,2.3999999999999995,133,At Risk,1,Loyal Customers
13434,74,5,1666.86,3,4,4,3.7,344,Loyal Customers,1,Loyal Customers
13435,5,9,4561.91,5,5,5,5.0,555,Champions,2,At Risk
13436,2,1,194.89,5,1,1,2.2,511,Recent Customers,3,Lost / Inactive
13437,14,7,3355.06,5,4,5,4.65,545,Champions,2,At Risk
13438,547,1,46.5,1,1,1,1.0,111,Lost,0,VIP Customers
13439,255,3,993.1,2,3,3,2.7,233,At Risk,1,Loyal Customers
13440,423,7,1295.25,1,4,4,3.1,144,At Risk,1,Loyal Customers
13441,92,2,720.9,3,2,3,2.6499999999999995,323,Potential Loyalists,3,Lost / Inactive
13442,667,3,360.27,1,3,2,2.05,132,Need Attention,0,VIP Customers
13443,449,6,1156.32,1,4,3,2.75,143,At Risk,1,Loyal Customers
13444,374,2,621.48,2,2,3,2.35,223,Need Attention,0,VIP Customers
13445,626,1,241.9,1,1,1,1.0,111,Lost,0,VIP Customers
13446,430,11,3884.29,1,5,5,3.8,155,At Risk,1,Loyal Customers
13447,23,3,1127.44,4,3,3,3.3,433,Loyal Customers,3,Lost / Inactive
13448,17,13,8409.97,5,5,5,5.0,555,Champions,2,At Risk
13449,24,1,291.88,4,1,2,2.25,412,Recent Customers,3,Lost / Inactive
13450,27,13,4131.56,4,5,5,4.7,455,Champions,2,At Risk
13451,26,11,7088.88,4,5,5,4.7,455,Champions,2,At Risk
13452,259,3,89.69999999999999,2,3,1,2.0,231,Hibernating,0,VIP Customers
13453,166,3,781.69,3,3,3,3.0,333,Loyal Customers,1,Loyal Customers
